Brand,Rating,Processor,Display,OS,RAMSize,RAMType,Storage_HDD,Storage_SSD,MRP
ASUS,3.8,Intel Core i7 Processor,35.56,Windows,16,DDR4 ,0,512,89990.0
DELL,4.0,Intel Core i5 Processor,39.62,Windows,8,DDR4 ,0,512,59790.0
MSI,4.1,Intel Core i9 Processor,39.62,Windows,16,DDR4 ,0,1000,125990.0
ASUS,4.3,AMD Ryzen 7 Octa Core Processor,40.64,Windows,32,DDR5 ,0,2000,249990.0
Lenovo,4.2,AMD Ryzen 5 Quad Core Processor,39.62,Windows,8,DDR4 ,0,512,38705.0
ASUS,4.6,AMD Ryzen 7 Octa Core Processor,39.62,Windows,16,DDR4 ,0,1000,85990.0
ASUS,4.0,AMD Ryzen 7 Octa Core Processor,39.62,Windows,16,DDR5 ,0,1000,149990.0
DELL,4.8,Intel Pentium Quad Core Processor,39.62,Windows,8,DDR4 ,0,256,36990.0
Lenovo,4.2,AMD Ryzen 3 Dual Core Processor,39.62,Windows,8,DDR4 ,0,512,35590.0
ASUS,4.9,AMD Ryzen 9 Octa Core Processor,39.62,Windows,16,DDR4 ,0,1000,150990.0
ASUS,4.3,Intel Core i5 Processor,39.62,Windows,16,DDR4 ,0,512,85990.0
HP,4.2,AMD Ryzen 7 Octa Core Processor,35.56,Windows,8,DDR4 ,0,512,60990.0
DELL,4.4,Intel Core i5 Processor,39.62,Windows,8,DDR5 ,0,512,87900.0
DELL,4.8,Intel Pentium Quad Core Processor,39.62,Windows,8,DDR4 ,0,256,36990.0
ASUS,4.3,AMD Ryzen 7 Octa Core Processor,40.64,Windows,32,DDR5 ,0,2000,249990.0
ASUS,4.0,AMD Ryzen 7 Octa Core Processor,39.62,Windows,16,DDR5 ,0,1000,149990.0
RedmiBook,4.1,Intel Core i5 Processor,39.62,Windows,8,DDR4 ,0,512,39990.0
DELL,4.4,Intel Core i5 Processor,39.62,Windows,8,DDR5 ,0,512,87900.0
acer,4.5,Intel Core i7 Processor,39.62,Windows,16,DDR4 ,1000,512,117990.0
Lenovo,4.2,AMD Ryzen 5 Quad Core Processor,39.62,Windows,8,DDR4 ,0,512,38705.0
ASUS,4.3,Intel Core i5 Processor,39.62,Windows,16,DDR4 ,0,512,85990.0
DELL,4.3,Intel Core i5 Processor,39.62,Windows,8,DDR4 ,1000,256,61497.0
HP,4.3,AMD Ryzen 5 Hexa Core Processor,40.89,Windows,8,DDR4 ,0,512,70400.0
ASUS,4.3,AMD Ryzen 9 Octa Core Processor,39.62,Windows,16,DDR5 ,0,1000,196990.0
Lenovo,4.0,Intel Core i5 Processor,35.56,Windows,16,DDR4 ,0,512,69000.0
Lenovo,3.7,AMD Ryzen 5 Hexa Core Processor,39.62,Windows,8,DDR4 ,0,512,64490.0
ASUS,4.3,AMD Ryzen 7 Octa Core Processor,39.62,Windows,16,DDR5 ,0,1000,149990.0
ASUS,4.6,AMD Ryzen 7 Octa Core Processor,39.62,Windows,16,DDR4 ,0,1000,85990.0
HP,4.3,AMD Ryzen 5 Hexa Core Processor,40.89,Windows,8,DDR5 ,0,512,96579.0
DELL,4.2,Intel Core i7 Processor,39.62,Windows,16,DDR4 ,0,512,101990.0
ASUS,3.8,Intel Core i7 Processor,35.56,Windows,16,DDR4 ,0,512,89990.0
Lenovo,4.2,AMD Ryzen 3 Dual Core Processor,39.62,Windows,8,DDR4 ,0,512,35590.0
HP,4.3,AMD Ryzen 7 Octa Core Processor,40.89,Windows,8,DDR5 ,0,512,94990.0
MSI,4.3,Intel Core i7 Processor,43.94,Windows,32,DDR5 ,0,2000,314990.0
DELL,4.3,Intel Core i3 Processor,38.1,Windows,8,DDR4 ,1000,256,46900.0
ASUS,4.9,AMD Ryzen 9 Octa Core Processor,39.62,Windows,16,DDR4 ,0,1000,150990.0
Lenovo,4.2,Intel Core i3 Processor,35.56,Windows,8,DDR4 ,0,256,36990.0
Lenovo,4.2,Intel Core i3 Processor,39.62,Windows,8,DDR4 ,0,512,39990.0
ASUS,4.3,Intel Core i9 Processor,40.64,Windows,32,DDR5 ,0,2000,331990.0
DELL,4.6,Intel Core i7 Processor,39.62,Windows,16,DDR5 ,0,1000,116490.0
HP,4.3,AMD Ryzen 3 Hexa Core Processor,39.62,Windows,8,DDR4 ,0,512,64590.0
DELL,3.9,Intel Core i7 Processor,39.62,Windows,16,DDR5 ,0,1000,137990.0
RedmiBook,4.1,Intel Core i5 Processor,39.62,Windows,8,DDR4 ,0,512,39990.0
ASUS,4.3,AMD Ryzen 9 Octa Core Processor,39.62,Windows,16,DDR5 ,0,1000,196990.0
DELL,4.1,Intel Core i5 Processor,35.56,Windows,8,DDR4 ,0,512,55690.0
Lenovo,4.2,Intel Core i7 Processor,39.62,Windows,16,DDR4 ,0,512,109990.0
Lenovo,4.2,AMD Ryzen 5 Quad Core Processor,39.62,Windows,8,DDR4 ,0,512,38705.0
ASUS,4.6,AMD Ryzen 7 Octa Core Processor,39.62,Windows,16,DDR4 ,0,1000,85990.0
ASUS,4.3,Intel Core i7 Processor,39.62,Windows,8,DDR4 ,1000,256,79990.0
ASUS,4.3,AMD Ryzen 9 Octa Core Processor,40.64,Windows,16,DDR4 ,0,1000,130500.0
ASUS,4.3,AMD Ryzen 9 Octa Core Processor,40.64,Windows,32,DDR5 ,0,2000,361990.0
ASUS,4.3,AMD Ryzen 9 Octa Core Processor,40.64,Windows,16,DDR5 ,0,1000,211990.0
Lenovo,4.2,AMD Ryzen 3 Dual Core Processor,39.62,Windows,8,DDR4 ,0,512,35590.0
ASUS,4.9,AMD Ryzen 9 Octa Core Processor,39.62,Windows,16,DDR4 ,0,1000,150990.0
DELL,4.4,Intel Core i3 Processor,38.1,Windows,4,DDR4 ,0,256,39890.0
MSI,3.7,Intel Core i7 Processor,39.62,Windows,16,DDR4 ,0,1000,139990.0
Lenovo,4.5,AMD Ryzen 7 Octa Core Processor,39.62,Windows,8,DDR4 ,0,512,73490.0
ASUS,4.3,AMD Ryzen 9 Octa Core Processor,39.62,Windows,16,DDR5 ,0,1000,194990.0
MSI,4.5,Intel Core i7 Processor,39.62,Windows,16,DDR4 ,1000,256,99990.0
HP,4.5,Intel Core i5 Processor,35.56,Windows,16,DDR4 ,0,512,66700.0
DELL,4.3,Intel Core i5 Processor,39.62,Windows,8,DDR4 ,1000,256,68990.0
DELL,4.3,Intel Core i9 Processor,43.94,Windows,32,DDR4 ,0,1000,434830.0
Lenovo,4.2,Intel Core i3 Processor,35.56,Windows,8,DDR4 ,0,256,36990.0
Lenovo,4.2,Intel Core i3 Processor,39.62,Windows,8,DDR4 ,0,512,39990.0
ALIENWARE,4.6,Intel Core i9 Processor,39.62,Windows,32,DDR4 ,0,1000,345390.0
HP,4.3,Intel Core i7 Processor,39.62,Windows,16,DDR4 ,0,512,105822.0
RedmiBook,4.1,Intel Core i5 Processor,39.62,Windows,8,DDR4 ,0,512,39990.0
ASUS,4.3,AMD Ryzen 9 Octa Core Processor,39.62,Windows,16,DDR5 ,0,1000,196990.0
Lenovo,4.2,Intel Core i5 Processor,39.62,Windows,16,DDR4 ,0,512,66990.0
acer,3.5,Intel Core i5 Processor,39.62,Windows,8,DDR4 ,0,512,86999.0
ASUS,4.3,Intel Core i3 Processor,39.62,Windows,8,DDR4 ,0,256,36990.0
Lenovo,4.2,AMD Ryzen 5 Quad Core Processor,39.62,Windows,8,DDR4 ,0,512,38705.0
ASUS,4.6,AMD Ryzen 7 Octa Core Processor,39.62,Windows,16,DDR4 ,0,1000,85990.0
Lenovo,3.7,Intel Celeron Dual Core Processor,29.46,Windows,4,DDR4 ,0,256,23250.0
DELL,4.3,Intel Core i3 Processor,35.56,Windows,8,DDR4 ,0,256,42390.0
Lenovo,4.2,AMD Ryzen 3 Dual Core Processor,39.62,Windows,8,DDR4 ,0,512,35590.0
ASUS,4.9,AMD Ryzen 9 Octa Core Processor,39.62,Windows,16,DDR4 ,0,1000,150990.0
Lenovo,4.2,Intel Core i5 Processor,35.56,Windows,8,DDR4 ,0,512,58990.0
ASUS,4.8,Intel Core i7 Processor,39.62,Windows,16,DDR4 ,0,1000,110990.0
DELL,4.7,AMD Ryzen 5 Hexa Core Processor,39.62,Windows,8,DDR4 ,0,512,71990.0
ASUS,4.3,AMD Ryzen 9 Octa Core Processor,39.62,Windows,16,DDR5 ,0,1000,194990.0
Lenovo,4.3,AMD Ryzen 5 Hexa Core Processor,39.62,Windows,8,DDR4 ,0,512,44990.0
Lenovo,4.3,Intel Core i5 Processor,35.56,Windows,16,DDR4 ,0,512,84990.0
ASUS,4.3,AMD Ryzen 7 Octa Core Processor,33.78,Windows,16,LPDDR5 ,0,1000,119990.0
Lenovo,4.2,Intel Core i3 Processor,35.56,Windows,8,DDR4 ,0,256,36990.0
Lenovo,4.2,Intel Core i3 Processor,39.62,Windows,8,DDR4 ,0,512,39990.0
MSI,4.3,Intel Core i7 Processor,39.62,Windows,32,DDR4 ,0,1000,214990.0
MSI,4.2,Intel Core i3 Processor,35.56,Windows,8,DDR4 ,0,512,48790.0
DELL,4.3,AMD Ryzen 7 Octa Core Processor,40.64,Windows,16,DDR4 ,0,512,76000.0
ASUS,5.0,AMD Ryzen 9 Octa Core Processor,34.04,Windows,32,LPDDR4X ,0,1000,224990.0
RedmiBook,4.1,Intel Core i5 Processor,39.62,Windows,8,DDR4 ,0,512,39990.0
ASUS,4.3,AMD Ryzen 9 Octa Core Processor,39.62,Windows,16,DDR5 ,0,1000,196990.0
Infinix,4.1,Intel Core i3 Processor,39.62,Windows,8,LPDDR4X ,0,512,49990.0
ASUS,4.3,Intel Core i7 Processor,34.04,Windows,16,LPDDR5 ,0,512,164990.0
Lenovo,4.2,AMD Ryzen 5 Quad Core Processor,39.62,Windows,8,DDR4 ,0,512,38705.0
ASUS,4.6,AMD Ryzen 7 Octa Core Processor,39.62,Windows,16,DDR4 ,0,1000,85990.0
HP,3.9,AMD Ryzen 3 Dual Core Processor,39.62,Windows,8,DDR4 ,0,256,31490.0
DELL,4.3,Intel Core i3 Processor,39.62,Windows,8,DDR4 ,0,512,48077.0
ASUS,4.6,AMD Ryzen 9 Octa Core Processor,39.62,Windows,16,DDR4 ,0,1000,154990.0
ASUS,4.6,Intel Core i7 Processor,39.62,Windows,32,DDR4 ,0,1000,224990.0
Lenovo,4.2,AMD Ryzen 3 Dual Core Processor,39.62,Windows,8,DDR4 ,0,512,35590.0
ASUS,4.9,AMD Ryzen 9 Octa Core Processor,39.62,Windows,16,DDR4 ,0,1000,150990.0
ASUS,4.4,Intel Core i5 Processor,39.62,Windows,8,DDR4 ,0,512,65990.0
Lenovo,4.5,AMD Ryzen 7 Octa Core Processor,39.62,Windows,8,DDR4 ,0,512,73490.0
ASUS,4.3,AMD Ryzen 9 Octa Core Processor,39.62,Windows,16,DDR5 ,0,1000,194990.0
Lenovo,5.0,Intel Core i3 Processor,35.56,Windows,8,DDR4 ,0,256,38980.0
HP,4.4,AMD Ryzen 5 Hexa Core Processor,39.62,Windows,8,DDR4 ,0,512,68990.0
DELL,4.0,Intel Core i3 Processor,39.62,Windows,8,DDR4 ,0,256,43090.0
Lenovo,4.2,Intel Core i3 Processor,39.62,Windows,8,DDR4 ,0,512,39990.0
RedmiBook,4.1,Intel Core i5 Processor,39.62,Windows,8,DDR4 ,0,512,39990.0
ASUS,4.6,AMD Ryzen 9 Octa Core Processor,39.62,Windows,16,DDR4 ,0,1000,154990.0
ASUS,4.4,Intel Core i5 Processor,39.62,Windows,8,DDR4 ,0,512,65990.0
ASUS,4.3,AMD Ryzen 9 Octa Core Processor,39.62,Windows,16,DDR5 ,0,1000,196990.0
Lenovo,4.2,AMD Ryzen 5 Quad Core Processor,39.62,Windows,8,DDR4 ,0,512,38705.0
DELL,4.3,Intel Core i3 Processor,39.62,Windows,8,DDR4 ,0,512,49348.0
DELL,4.3,Intel Core i7 Processor,39.62,Windows,16,DDR5 ,0,512,221774.0
Lenovo,4.0,AMD Ryzen 5 Hexa Core Processor,39.62,Windows,8,DDR4 ,0,512,73990.0
DELL,4.3,AMD Ryzen 7 Octa Core Processor,40.64,Windows,16,DDR4 ,0,512,77990.0
ASUS,4.6,AMD Ryzen 7 Octa Core Processor,39.62,Windows,16,DDR4 ,0,1000,85990.0
Lenovo,4.2,AMD Ryzen 3 Dual Core Processor,39.62,Windows,8,DDR4 ,0,512,35590.0
ALIENWARE,4.1,Intel Core i7 Processor,39.62,Windows,16,DDR4 ,0,1000,214790.0
ALIENWARE,4.9,Intel Core i7 Processor,39.62,Windows,16,DDR4 ,0,512,199990.0
ASUS,4.9,AMD Ryzen 9 Octa Core Processor,39.62,Windows,16,DDR4 ,0,1000,150990.0
Lenovo,4.2,Intel Core i3 Processor,35.56,Windows,8,DDR4 ,0,256,36990.0
DELL,4.3,Intel Core i3 Processor,39.62,Windows,8,DDR4 ,0,512,48077.0
DELL,4.3,AMD Ryzen 5 Hexa Core Processor,35.56,Windows,8,DDR4 ,0,512,52414.0
ASUS,5.0,Intel Core i7 Processor,40.64,Windows,16,DDR5 ,0,1000,179990.0
Lenovo,4.2,Intel Core i3 Processor,35.56,Windows,8,DDR4 ,0,256,36990.0
Lenovo,4.2,Intel Core i3 Processor,39.62,Windows,8,DDR4 ,0,512,39990.0
DELL,4.3,Intel Core i5 Processor,35.56,Windows,16,DDR4 ,0,512,80615.0
ASUS,4.3,AMD Ryzen 7 Octa Core Processor,39.62,Windows,16,DDR5 ,0,1000,155990.0
RedmiBook,4.1,Intel Core i5 Processor,39.62,Windows,8,DDR4 ,0,512,39990.0
ASUS,4.3,AMD Ryzen 9 Octa Core Processor,39.62,Windows,16,DDR5 ,0,1000,196990.0
Infinix,3.6,Intel Core i7 Processor,35.56,Windows,16,LPDDR4X ,0,512,49990.0
Lenovo,4.6,Intel Core i7 Processor,40.64,Windows,16,DDR4 ,0,1000,157990.0
ASUS,4.3,Intel Core i5 Processor,39.62,Windows,16,DDR5 ,0,512,92990.0
ASUS,4.3,AMD Ryzen 7 Octa Core Processor,40.64,Windows,16,DDR5 ,0,1000,171990.0
Lenovo,4.2,AMD Ryzen 5 Quad Core Processor,39.62,Windows,8,DDR4 ,0,512,38705.0
ASUS,4.6,AMD Ryzen 7 Octa Core Processor,39.62,Windows,16,DDR4 ,0,1000,85990.0
ASUS,4.3,AMD Ryzen 9 Octa Core Processor,34.04,Windows,16,LPDDR5 ,0,1000,151990.0
Lenovo,4.2,AMD Ryzen 3 Dual Core Processor,39.62,Windows,8,DDR4 ,0,512,35590.0
ASUS,4.9,AMD Ryzen 9 Octa Core Processor,39.62,Windows,16,DDR4 ,0,1000,150990.0
ASUS,4.3,Intel Core i7 Processor,35.56,Windows,16,LPDDR3 ,0,2000,233990.0
DELL,4.3,Intel Core i5 Processor,33.78,Windows,16,DDR5 ,0,512,76590.0
HP,4.6,AMD Ryzen 7 Octa Core Processor,39.62,Windows,16,DDR4 ,0,512,90000.0
Lenovo,4.5,AMD Ryzen 7 Octa Core Processor,39.62,Windows,8,DDR4 ,0,512,73490.0
ASUS,4.3,AMD Ryzen 9 Octa Core Processor,39.62,Windows,16,DDR5 ,0,1000,194990.0
ASUS,3.0,Intel Core i7 Processor,35.56,Windows,16,LPDDR5 ,0,512,125990.0
Lenovo,4.2,Intel Core i5 Processor,39.62,Windows,8,DDR4 ,1000,256,50990.0
